layout_name;n_rooms_x;n_rooms_y;UE_Position;ap_positions;mmwave_positions;x_min;x_max;y_min;y_max;z_min;z_max
small_residential;10;1;[9.44496,10.5463,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[19.8298,6.78818,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.9882,0.0735223,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.8015,5.67648,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[7.06232,14.0138,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.3319,0.767481,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.0222,0.26745,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.8558,3.29674,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.843,11.1428,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.931,17.0414,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.115,19.3995,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.07601,14.7571,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.77088,2.83305,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.60053,3.82578,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.09323,0.745058,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.04179,14.7478,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.89065,2.79842,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[19.8399,1.84423,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.24376,6.73987,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.49698,18.7752,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.60829,9.62368,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.4495,11.2589,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.0039,19.1574,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.9052,13.7414,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.5398,5.4882,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[7.33243,19.3583,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.09816,1.20582,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[19.9811,13.354,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.97773,11.2336,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.49253,6.62972,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.7871,8.46154,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.20292,4.47278,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.96098,3.10567,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.46397,8.45687,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.66269,0.765569,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.1196,14.0203,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.25391,18.0313,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.66099,7.49439,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[15.9559,12.7851,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.2579,9.62858,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.7342,12.024,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[0.480837,10.3819,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.1475,19.9176,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.9379,11.0204,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.05164,15.889,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.38338,9.18116,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.9663,14.3011,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.92969,14.3998,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.42372,10.9555,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.33738,15.6225,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[15.5401,16.8353,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[7.85571,0.116458,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.0054,15.608,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.78918,14.7807,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.08179,16.2263,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.6261,12.4228,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.37828,1.53757,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.1601,1.00242,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.8378,14.9525,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[15.069,10.8479,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.45595,13.2208,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.00147,9.19142,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.41774,3.98031,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.4031,19.7702,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.30773,17.048,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[18.0504,1.69762,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.6502,13.3461,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.19405,4.18245,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.4032,13.2569,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.44828,19.8957,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.87605,12.5827,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.3529,17.0035,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.0514,4.55768,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.25529,3.29636,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.6425,9.57156,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.754,17.4182,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.675,13.3817,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.2774,19.0499,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.6327,4.8992,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.90266,17.4932,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.05092,9.77458,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.0709,16.0458,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.61734,5.83626,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.25444,2.03648,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[15.4181,7.09056,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.1405,8.04218,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.9414,3.28165,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[0.7749,19.4049,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.1795,18.854,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.8997,2.34371,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.17997,2.51381,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.55029,10.417,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.5076,12.4167,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[0.458902,14.513,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.7946,3.18,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[2.58492,19.0424,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.8964,12.5274,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.8711,5.97873,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.49254,13.2017,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.61869,19.8494,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.2661,1.67524,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.1882,6.19563,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.37564,14.3696,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.4121,13.9478,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.4752,17.7398,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.71856,17.4178,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.6194,18.8829,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[18.7323,18.2652,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[19.9404,0.138771,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[6.33441,9.84874,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.21836,2.66396,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[16.6118,11.3956,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.13541,13.0434,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.4612,8.83068,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[7.71358,10.319,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.5842,10.6832,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.8219,1.16772,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.0165,14.7648,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[17.4288,0.536997,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.9326,1.80409,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[14.8475,1.56078,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[10.3915,18.987,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[9.30603,1.70815,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.3913,1.99521,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[3.16293,11.0681,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.83297,13.236,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[13.773,2.27944,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.08353,14.4298,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[15.9906,0.695511,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[19.6825,10.6291,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[12.3373,9.03801,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[11.0332,13.2936,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[4.36178,8.31151,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[1.54754,17.7897,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[0.0691935,10.7588,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[5.18864,7.79972,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
small_residential;10;1;[8.49523,7.32354,1.5];[[9.467009, 8.260277, 1.4989723]];[[10.667009, 11.560276, 1.4989723]];0;20;0;50;0;15
